date,id,bear,bishop,martin,otter,pocosin,possum,raccoon,rattlesnake,walker,wildcat,ref_drained,ref_nat,ref2_wht,ref2,ref3,ref4
9/9/2023 4:00,20231019,-0.505,-2.197,-1.849,-2.115,,-3.474,-1.992,-2.141,-3.458,-2.247,,-1.869,-1.518,,-2.882,-5.15
9/9/2023 4:30,20231019,-0.505,-2.191,-1.851,-2.12,,-3.469,-1.994,-2.135,-3.456,-2.253,,-1.879,-1.513,,-2.887,-5.155
9/9/2023 5:00,20231019,-0.498,-2.181,-1.846,-2.111,,-3.467,-1.992,-2.132,-3.457,-2.242,,-1.876,-1.518,,-2.881,-5.146
9/9/2023 5:30,20231019,-0.506,-2.186,-1.844,-2.106,,-3.465,-1.985,-2.134,-3.455,-2.248,,-1.878,-1.512,,-2.887,-5.151
9/9/2023 6:00,20231019,-0.502,-2.199,-1.835,-2.102,,-3.454,-1.979,-2.12,-3.448,-2.232,,-1.88,-1.514,,-2.877,-5.142
9/9/2023 6:30,20231019,-0.5,-2.201,-1.835,-2.109,,-3.45,-1.977,-2.122,-3.45,-2.235,,-1.878,-1.523,,-2.883,-5.142
9/9/2023 7:00,20231019,-0.502,-2.207,-1.842,-2.119,,-3.46,-1.98,-2.125,-3.452,-2.241,,-1.88,-1.525,,-2.882,-5.142
9/9/2023 7:30,20231019,-0.503,-2.199,-1.849,-2.119,,-3.47,-1.987,-2.131,-3.454,-2.251,,-1.886,-1.521,,-2.884,-5.145
9/9/2023 8:00,20231019,-0.494,-2.209,-1.855,-2.127,,-3.47,-1.993,-2.133,-3.464,-2.253,,-1.891,-1.521,,-2.898,-5.155
9/9/2023 8:30,20231019,-0.497,-2.209,-1.864,-2.125,,-3.485,-2.006,-2.138,-3.469,-2.262,,-1.888,-1.529,,-2.895,-5.153
9/9/2023 9:00,20231019,-0.504,-2.205,-1.862,-2.105,,-3.48,-2.003,-2.139,-3.474,-2.258,,-1.897,-1.529,,-2.896,-5.154
9/9/2023 9:30,20231019,-0.51,-2.202,-1.845,-2.101,,-3.46,-1.976,-2.119,-3.461,-2.237,,-1.893,-1.523,,-2.9,-5.154
9/9/2023 10:00,20231019,-0.516,-2.199,-1.838,-2.116,,-3.46,-1.974,-2.115,-3.461,-2.237,,-1.888,-1.521,,-2.896,-5.147
9/9/2023 10:30,20231019,-0.525,-2.192,-1.853,-2.142,,-3.479,-1.982,-2.118,-3.471,-2.252,,-1.89,-1.519,,-2.888,-5.138
9/9/2023 11:00,20231019,-0.526,-2.186,-1.875,-2.151,,-3.507,-2.017,-2.153,-3.491,-2.284,,-1.897,-1.517,,-2.899,-5.139
9/9/2023 11:30,20231019,-0.508,-2.184,-1.89,-2.166,,-3.526,-2.028,-2.164,-3.495,-2.288,,-1.892,-1.524,,-2.894,-5.141
9/9/2023 12:00,20231019,-0.508,-2.19,-1.903,-2.155,,-3.531,-2.034,-2.167,-3.498,-2.296,,-1.891,-1.52,,-2.901,-5.15
9/9/2023 12:30,20231019,-0.519,-2.196,-1.891,-2.122,,-3.519,-2.028,-2.16,-3.488,-2.285,,-1.88,-1.526,,-2.901,-5.149
9/9/2023 13:00,20231019,-0.553,-2.198,-1.862,-2.144,,-3.494,-2.006,-2.129,-3.472,-2.257,,-1.874,-1.533,,-2.898,-5.151
9/9/2023 13:30,20231019,-0.563,-2.207,-1.877,-2.17,,-3.509,-2.013,-2.145,-3.481,-2.278,,-1.895,-1.534,,-2.911,-5.167
9/9/2023 14:00,20231019,-0.569,-2.203,-1.906,-2.155,,-3.538,-2.041,-2.178,-3.502,-2.304,,-1.899,-1.536,,-2.907,-5.158
9/9/2023 14:30,20231019,-0.565,-2.182,-1.902,-2.136,,-3.529,-2.031,-2.163,-3.492,-2.298,,-1.884,-1.543,,-2.904,-5.146
9/9/2023 15:00,20231019,-0.539,-2.182,-1.873,-2.141,,-3.504,-2.003,-2.14,-3.477,-2.274,,-1.882,-1.532,,-2.913,-5.148
9/9/2023 15:30,20231019,-0.554,-2.197,-1.885,-2.15,,-3.519,-2.017,-2.149,-3.486,-2.288,,-1.905,-1.525,,-2.914,-5.157
9/9/2023 16:00,20231019,-0.589,-2.225,-1.897,-2.143,,-3.528,-2.033,-2.162,-3.495,-2.297,,-1.901,-1.54,,-2.911,-5.155
9/9/2023 16:30,20231019,-0.574,-2.237,-1.886,-2.139,,-3.524,-2.018,-2.154,-3.495,-2.288,,-1.91,-1.535,,-2.915,-5.155
9/9/2023 17:00,20231019,-0.555,-2.241,-1.886,-2.144,,-3.524,-2.021,-2.15,-3.491,-2.288,,-1.91,-1.538,,-2.923,-5.162
9/9/2023 17:30,20231019,-0.567,-2.225,-1.884,-2.163,,-3.529,-2.03,-2.158,-3.499,-2.288,,-1.918,-1.548,,-2.927,-5.156
9/9/2023 18:00,20231019,-0.576,-2.198,-1.896,-2.142,,-3.544,-2.042,-2.171,-3.512,-2.309,,-1.927,-1.544,,-2.932,-5.165
9/9/2023 18:30,20231019,-0.569,-2.214,-1.886,-2.139,,-3.534,-2.031,-2.155,-3.5,-2.293,,-1.923,-1.563,,-2.92,-5.154
9/9/2023 19:00,20231019,-0.569,-2.244,-1.883,-2.129,,-3.524,-2.023,-2.152,-3.492,-2.285,,-1.924,-1.557,,-2.925,-5.158
9/9/2023 19:30,20231019,-0.577,-2.233,-1.876,-2.132,,-3.521,-2.018,-2.143,-3.496,-2.28,,-1.923,-1.552,,-2.916,-5.151
9/9/2023 20:00,20231019,-0.593,-2.21,-1.879,-2.144,,-3.517,-2.019,-2.142,-3.49,-2.279,,-1.922,-1.559,,-2.924,-5.161
9/9/2023 20:30,20231019,-0.579,-2.223,-1.887,-2.146,,-3.529,-2.023,-2.152,-3.5,-2.288,,-1.923,-1.567,,-2.917,-5.149
9/9/2023 21:00,20231019,-0.579,-2.233,-1.886,-2.146,,-3.531,-2.032,-2.153,-3.5,-2.293,,-1.924,-1.562,,-2.922,-5.154
9/9/2023 21:30,20231019,-0.556,-2.22,-1.896,-2.149,,-3.527,-2.032,-2.157,-3.501,-2.299,,-1.916,-1.569,,-2.922,-5.154
9/9/2023 22:00,20231019,-0.545,-2.22,-1.889,-2.151,,-3.527,-2.037,-2.158,-3.502,-2.3,,-1.912,-1.572,,-2.915,-5.147
9/9/2023 22:30,20231019,-0.55,-2.22,-1.891,-2.15,,-3.526,-2.031,-2.156,-3.501,-2.294,,-1.911,-1.577,,-2.921,-5.149
9/9/2023 23:00,20231019,-0.558,-2.237,-1.889,-2.155,,-3.524,-2.03,-2.155,-3.495,-2.292,,-1.913,-1.578,,-2.924,-5.154
9/9/2023 23:30,20231019,-0.566,-2.225,-1.898,-2.157,,-3.529,-2.04,-2.153,-3.497,-2.299,,-1.912,-1.568,,-2.922,-5.149
9/10/2023 0:00,20231019,-0.566,-2.217,-1.903,-2.15,,-3.527,-2.043,-2.155,-3.496,-2.297,,-1.919,-1.575,,-2.924,-5.151
9/10/2023 0:30,20231019,-0.569,-2.208,-1.896,-2.146,,-3.521,-2.04,-2.157,-3.493,-2.299,,-1.908,-1.571,,-2.925,-5.148
9/10/2023 1:00,20231019,-0.567,-2.215,-1.893,-2.143,,-3.518,-2.033,-2.15,-3.487,-2.301,,-1.905,-1.571,,-2.923,-5.152
9/10/2023 1:30,20231019,-0.573,-2.224,-1.89,-2.15,,-3.511,-2.03,-2.142,-3.483,-2.289,,-1.906,-1.562,,-2.923,-5.145
9/10/2023 2:00,20231019,-0.579,-2.221,-1.886,-2.157,,-3.514,-2.034,-2.147,-3.489,-2.299,,-1.912,-1.563,,-2.92,-5.145
9/10/2023 2:30,20231019,-0.579,-2.23,-1.9,-2.16,,-3.521,-2.039,-2.155,-3.496,-2.306,,-1.911,-1.574,,-2.923,-5.155
9/10/2023 3:00,20231019,-0.58,-2.227,-1.9,-2.159,,-3.518,-2.041,-2.162,-3.5,-2.301,,-1.919,-1.567,,-2.931,-5.155
9/10/2023 3:30,20231019,-0.569,-2.23,-1.905,-2.15,,-3.526,-2.048,-2.161,-3.499,-2.309,,-1.918,-1.569,,-2.934,-5.153
9/10/2023 4:00,20231019,-0.577,-2.224,-1.897,-2.156,,-3.511,-2.031,-2.152,-3.49,-2.291,,-1.913,-1.571,,-2.932,-5.148
9/10/2023 4:30,20231019,-0.584,-2.231,-1.89,-2.137,,-3.516,-2.035,-2.151,-3.489,-2.303,,-1.912,-1.573,,-2.935,-5.157
9/10/2023 5:00,20231019,-0.591,-2.233,-1.883,-2.147,,-3.504,-2.022,-2.138,-3.488,-2.29,,-1.907,-1.571,,-2.93,-5.145
9/10/2023 5:30,20231019,-0.597,-2.235,-1.885,-2.133,,-3.508,-2.028,-2.145,-3.487,-2.293,,-1.915,-1.572,,-2.934,-5.149
9/10/2023 6:00,20231019,-0.581,-2.228,-1.871,-2.133,,-3.494,-2.021,-2.128,-3.482,-2.279,,-1.918,-1.572,,-2.929,-5.149
9/10/2023 6:30,20231019,-0.591,-2.221,-1.874,-2.129,,-3.497,-2.019,-2.135,-3.484,-2.286,,-1.925,-1.569,,-2.94,-5.152
9/10/2023 7:00,20231019,-0.575,-2.226,-1.861,-2.143,,-3.494,-2.013,-2.126,-3.487,-2.279,,-1.927,-1.569,,-2.931,-5.145
9/10/2023 7:30,20231019,-0.582,-2.234,-1.881,-2.149,,-3.504,-2.028,-2.14,-3.488,-2.294,,-1.933,-1.569,,-2.937,-5.148
9/10/2023 8:00,20231019,-0.567,-2.233,-1.891,-2.149,,-3.517,-2.033,-2.142,-3.502,-2.3,,-1.93,-1.584,,-2.935,-5.144
9/10/2023 8:30,20231019,-0.569,-2.241,-1.895,-2.146,,-3.517,-2.038,-2.15,-3.498,-2.304,,-1.93,-1.582,,-2.939,-5.147
9/10/2023 9:00,20231019,-0.565,-2.227,-1.881,-2.137,,-3.511,-2.029,-2.142,-3.502,-2.295,,-1.93,-1.573,,-2.939,-5.151
9/10/2023 9:30,20231019,-0.579,-2.231,-1.883,-2.145,,-3.509,-2.031,-2.143,-3.499,-2.296,,-1.935,-1.579,,-2.944,-5.159
9/10/2023 10:00,20231019,-0.593,-2.213,-1.898,-2.158,,-3.521,-2.043,-2.156,-3.508,-2.31,,-1.931,-1.57,,-2.945,-5.154
9/10/2023 10:30,20231019,-0.593,-2.229,-1.896,-2.163,,-3.532,-2.046,-2.154,-3.505,-2.311,,-1.924,-1.57,,-2.939,-5.141
9/10/2023 11:00,20231019,-0.585,-2.215,-1.908,-2.17,,-3.544,-2.055,-2.163,-3.511,-2.317,,-1.93,-1.568,,-2.948,-5.157
9/10/2023 11:30,20231019,-0.587,-2.213,-1.911,-2.18,,-3.551,-2.059,-2.168,-3.521,-2.331,,-1.927,-1.58,,-2.941,-5.15
9/10/2023 12:00,20231019,-0.599,-2.203,-1.918,-2.184,,-3.565,-2.068,-2.177,-3.526,-2.332,,-1.928,-1.57,,-2.945,-5.154
9/10/2023 12:30,20231019,-0.601,-2.213,-1.925,-2.187,,-3.578,-2.081,-2.19,-3.528,-2.338,,-1.934,-1.579,,-2.951,-5.154
9/10/2023 13:00,20231019,-0.61,-2.231,-1.932,-2.193,,-3.575,-2.078,-2.191,-3.53,-2.34,,-1.936,-1.575,,-2.956,-5.158
9/10/2023 13:30,20231019,-0.621,-2.227,-1.928,-2.188,,-3.58,-2.075,-2.187,-3.531,-2.342,,-1.929,-1.582,,-2.96,-5.152
9/10/2023 14:00,20231019,-0.625,-2.218,-1.933,-2.182,,-3.578,-2.083,-2.188,-3.528,-2.343,,-1.922,-1.579,,-2.952,-5.152
9/10/2023 14:30,20231019,-0.634,-2.215,-1.926,-2.179,,-3.575,-2.073,-2.186,-3.527,-2.346,,-1.925,-1.592,,-2.954,-5.152
9/10/2023 15:00,20231019,-0.635,-2.228,-1.923,-2.184,,-3.571,-2.072,-2.18,-3.521,-2.336,,-1.928,-1.585,,-2.96,-5.149
9/10/2023 15:30,20231019,-0.638,-2.23,-1.939,-2.192,,-3.58,-2.082,-2.182,-3.528,-2.334,,-1.939,-1.579,,-2.954,-5.15
9/10/2023 16:00,20231019,-0.641,-2.245,-1.933,-2.18,,-3.575,-2.079,-2.184,-3.531,-2.337,,-1.942,-1.582,,-2.964,-5.153
9/10/2023 16:30,20231019,-0.635,-2.25,-1.922,-2.169,,-3.576,-2.066,-2.175,-3.53,-2.332,,-1.945,-1.582,,-2.968,-5.155
9/10/2023 17:00,20231019,-0.632,-2.26,-1.923,-2.169,,-3.568,-2.061,-2.166,-3.525,-2.327,,-1.945,-1.586,,-2.962,-5.15
9/10/2023 17:30,20231019,-0.63,-2.266,-1.913,-2.172,,-3.565,-2.061,-2.162,-3.529,-2.321,,-1.952,-1.594,,-2.966,-5.155
9/10/2023 18:00,20231019,-0.632,-2.268,-1.923,-2.174,,-3.575,-2.068,-2.169,-3.532,-2.325,,-1.96,-1.605,,-2.965,-5.146
9/10/2023 18:30,20231019,-0.631,-2.269,-1.922,-2.151,,-3.573,-2.066,-2.171,-3.53,-2.332,,-1.95,-1.612,,-2.955,-5.143
9/10/2023 19:00,20231019,-0.622,-2.27,-1.899,-2.161,,-3.555,-2.049,-2.158,-3.524,-2.313,,-1.948,-1.604,,-2.962,-5.143
9/10/2023 19:30,20231019,-0.617,-2.264,-1.906,-2.168,,-3.568,-2.063,-2.16,-3.535,-2.319,,-1.967,-1.612,,-2.972,-5.156
9/10/2023 20:00,20231019,-0.621,-2.259,-1.916,-2.162,,-3.565,-2.057,-2.162,-3.536,-2.32,,-1.968,-1.612,,-2.97,-5.144
9/10/2023 20:30,20231019,-0.63,-2.265,-1.918,-2.161,,-3.563,-2.065,-2.162,-3.54,-2.328,,-1.968,-1.614,,-2.971,-5.149
9/10/2023 21:00,20231019,-0.611,-2.268,-1.912,-2.159,,-3.565,-2.062,-2.159,-3.54,-2.319,,-1.972,-1.62,,-2.979,-5.15
9/10/2023 21:30,20231019,-0.616,-2.263,-1.907,-2.167,,-3.56,-2.052,-2.156,-3.536,-2.316,,-1.964,-1.625,,-2.976,-5.157
9/10/2023 22:00,20231019,-0.623,-2.254,-1.919,-2.174,,-3.571,-2.065,-2.157,-3.537,-2.321,,-1.969,-1.628,,-2.965,-5.143
9/10/2023 22:30,20231019,-0.623,-2.253,-1.926,-2.18,,-3.575,-2.07,-2.167,-3.548,-2.332,,-1.967,-1.627,,-2.964,-5.142
9/10/2023 23:00,20231019,-0.62,-2.256,-1.932,-2.186,,-3.581,-2.081,-2.178,-3.55,-2.343,,-1.969,-1.631,,-2.975,-5.144
9/10/2023 23:30,20231019,-0.614,-2.255,-1.931,-2.184,,-3.58,-2.079,-2.176,-3.544,-2.346,,-1.963,-1.615,,-2.977,-5.147
9/11/2023 0:00,20231019,-0.623,-2.24,-1.936,-2.187,,-3.581,-2.079,-2.175,-3.542,-2.344,,-1.966,-1.617,,-2.975,-5.151
9/11/2023 0:30,20231019,-0.63,-2.242,-1.943,-2.191,,-3.578,-2.082,-2.175,-3.543,-2.345,,-1.962,-1.63,,-2.976,-5.14
9/11/2023 1:00,20231019,-0.64,-2.247,-1.943,-2.188,,-3.581,-2.087,-2.18,-3.536,-2.346,,-1.959,-1.622,,-2.976,-5.148
9/11/2023 1:30,20231019,-0.642,-2.247,-1.936,-2.181,,-3.578,-2.087,-2.181,-3.541,-2.347,,-1.96,-1.627,,-2.977,-5.146
9/11/2023 2:00,20231019,-0.641,-2.247,-1.939,-2.186,,-3.578,-2.084,-2.177,-3.542,-2.348,,-1.957,-1.628,,-2.974,-5.15
9/11/2023 2:30,20231019,-0.649,-2.239,-1.941,-2.191,,-3.576,-2.086,-2.176,-3.54,-2.346,,-1.959,-1.63,,-2.98,-5.15
9/11/2023 3:00,20231019,-0.649,-2.248,-1.943,-2.179,,-3.578,-2.085,-2.178,-3.539,-2.345,,-1.962,-1.624,,-2.986,-5.153
9/11/2023 3:30,20231019,-0.653,-2.259,-1.934,-2.178,,-3.57,-2.083,-2.164,-3.537,-2.338,,-1.965,-1.62,,-2.981,-5.15
9/11/2023 4:00,20231019,-0.65,-2.262,-1.926,-2.171,,-3.561,-2.077,-2.167,-3.531,-2.337,,-1.963,-1.63,,-2.983,-5.155
9/11/2023 4:30,20231019,-0.652,-2.26,-1.929,-2.181,,-3.558,-2.073,-2.162,-3.534,-2.336,,-1.962,-1.632,,-2.986,-5.15
9/11/2023 5:00,20231019,-0.654,-2.275,-1.936,-2.176,,-3.565,-2.08,-2.173,-3.533,-2.339,,-1.97,-1.63,,-2.982,-5.15
9/11/2023 5:30,20231019,-0.645,-2.276,-1.931,-2.177,,-3.563,-2.078,-2.167,-3.539,-2.336,,-1.967,-1.627,,-2.979,-5.152
9/11/2023 6:00,20231019,-0.639,-2.273,-1.929,-2.176,,-3.561,-2.076,-2.165,-3.537,-2.334,,-1.969,-1.627,,-2.985,-5.153
9/11/2023 6:30,20231019,-0.639,-2.278,-1.927,-2.17,,-3.56,-2.073,-2.162,-3.533,-2.334,,-1.974,-1.631,,-2.986,-5.151
9/11/2023 7:00,20231019,-0.642,-2.275,-1.925,-2.177,,-3.555,-2.075,-2.163,-3.538,-2.335,,-1.975,-1.635,,-2.991,-5.156
9/11/2023 7:30,20231019,-0.644,-2.273,-1.922,-2.177,,-3.561,-2.072,-2.165,-3.54,-2.342,,-1.977,-1.63,,-2.99,-5.156
9/11/2023 8:00,20231019,-0.642,-2.272,-1.929,-2.185,,-3.565,-2.079,-2.168,-3.547,-2.34,,-1.979,-1.639,,-2.993,-5.149
9/11/2023 8:30,20231019,-0.643,-2.261,-1.934,-2.187,,-3.57,-2.084,-2.173,-3.548,-2.345,,-1.98,-1.637,,-2.99,-5.15
9/11/2023 9:00,20231019,-0.641,-2.255,-1.939,-2.185,,-3.575,-2.089,-2.178,-3.549,-2.35,,-1.981,-1.643,,-2.991,-5.152
9/11/2023 9:30,20231019,-0.644,-2.254,-1.94,-2.187,,-3.576,-2.087,-2.18,-3.554,-2.352,,-1.982,-1.639,,-2.996,-5.157
9/11/2023 10:00,20231019,-0.647,-2.262,-1.946,-2.198,,-3.578,-2.084,-2.173,-3.556,-2.353,,-1.98,-1.631,,-2.994,-5.155
9/11/2023 10:30,20231019,-0.659,-2.259,-1.947,-2.207,,-3.586,-2.093,-2.182,-3.565,-2.358,,-1.989,-1.629,,-2.999,-5.153
9/11/2023 11:00,20231019,-0.653,-2.265,-1.962,-2.209,,-3.605,-2.111,-2.199,-3.57,-2.372,,-1.985,-1.638,,-3,-5.155
9/11/2023 11:30,20231019,-0.658,-2.262,-1.964,-2.214,,-3.613,-2.114,-2.202,-3.57,-2.376,,-1.985,-1.64,,-2.999,-5.157
9/11/2023 12:00,20231019,-0.656,-2.254,-1.973,-2.206,,-3.612,-2.113,-2.201,-3.578,-2.379,,-1.984,-1.637,,-3.002,-5.152
9/11/2023 12:30,20231019,-0.669,-2.256,-1.968,-2.218,,-3.617,-2.112,-2.2,-3.577,-2.374,,-1.988,-1.641,,-3.009,-5.157
9/11/2023 13:00,20231019,-0.681,-2.259,-1.977,-2.218,,-3.622,-2.118,-2.212,-3.576,-2.382,,-1.987,-1.644,,-3.008,-5.155
9/11/2023 13:30,20231019,-0.684,-2.268,-1.98,-2.225,,-3.625,-2.12,-2.217,-3.574,-2.384,,-1.98,-1.641,,-3.001,-5.149
9/11/2023 14:00,20231019,-0.686,-2.273,-1.987,-2.224,,-3.638,-2.129,-2.218,-3.585,-2.395,,-1.982,-1.643,,-3.006,-5.153
9/11/2023 14:30,20231019,-0.688,-2.27,-1.989,-2.222,,-3.64,-2.124,-2.222,-3.585,-2.4,,-1.983,-1.648,,-3.01,-5.144
9/11/2023 15:00,20231019,-0.691,-2.268,-1.988,-2.219,,-3.639,-2.128,-2.213,-3.581,-2.391,,-1.983,-1.643,,-3.017,-5.153
9/11/2023 15:30,20231019,-0.688,-2.277,-1.984,-2.216,,-3.635,-2.121,-2.207,-3.587,-2.38,,-1.985,-1.648,,-3.018,-5.15
9/11/2023 16:00,20231019,-0.704,-2.295,-1.984,-2.213,,-3.632,-2.123,-2.204,-3.585,-2.382,,-1.992,-1.645,,-3.016,-5.143
9/11/2023 16:30,20231019,-0.699,-2.294,-1.978,-2.209,,-3.635,-2.115,-2.204,-3.586,-2.379,,-1.993,-1.651,,-3.016,-5.147
9/11/2023 17:00,20231019,-0.698,-2.298,-1.971,-2.209,,-3.632,-2.116,-2.201,-3.583,-2.371,,-1.994,-1.657,,-3.021,-5.144
9/11/2023 17:30,20231019,-0.691,-2.297,-1.974,-2.213,,-3.632,-2.115,-2.196,-3.591,-2.374,,-2.001,-1.659,,-3.024,-5.147
9/11/2023 18:00,20231019,-0.692,-2.305,-1.974,-2.212,,-3.635,-2.111,-2.196,-3.594,-2.378,,-2.005,-1.662,,-3.028,-5.154
9/11/2023 18:30,20231019,-0.685,-2.307,-1.981,-2.212,,-3.642,-2.118,-2.199,-3.593,-2.381,,-2.012,-1.651,,-3.027,-5.154
9/11/2023 19:00,20231019,-0.685,-2.313,-1.981,-2.217,,-3.635,-2.117,-2.202,-3.601,-2.376,,-2.016,-1.652,,-3.027,-5.15
9/11/2023 19:30,20231019,-0.681,-2.313,-1.983,-2.202,,-3.644,-2.119,-2.2,-3.594,-2.377,,-2.017,-1.665,,-3.036,-5.155
9/11/2023 20:00,20231019,-0.681,-2.305,-1.974,-2.202,,-3.632,-2.113,-2.194,-3.591,-2.366,,-2.015,-1.667,,-3.034,-5.153
9/11/2023 20:30,20231019,-0.688,-2.303,-1.97,-2.205,,-3.632,-2.116,-2.193,-3.594,-2.374,,-2.018,-1.672,,-3.029,-5.153
9/11/2023 21:00,20231019,-0.688,-2.305,-1.97,-2.205,,-3.639,-2.116,-2.192,-3.593,-2.373,,-2.021,-1.672,,-3.029,-5.146
9/11/2023 21:30,20231019,-0.689,-2.31,-1.974,-2.208,,-3.635,-2.114,-2.191,-3.596,-2.375,,-2.024,-1.679,,-3.031,-5.153
9/11/2023 22:00,20231019,-0.676,-2.302,-1.97,-2.204,,-3.638,-2.117,-2.19,-3.594,-2.377,,-2.026,-1.68,,-3.038,-5.16
9/11/2023 22:30,20231019,-0.683,-2.301,-1.973,-2.222,,-3.638,-2.116,-2.189,-3.592,-2.371,,-2.028,-1.69,,-3.037,-5.152
9/11/2023 23:00,20231019,-0.683,-2.305,-1.99,-2.222,,-3.655,-2.134,-2.208,-3.603,-2.387,,-2.035,-1.694,,-3.04,-5.149
9/11/2023 23:30,20231019,-0.678,-2.308,-1.983,-2.222,,-3.648,-2.13,-2.203,-3.603,-2.387,,-2.026,-1.686,,-3.028,-5.142
9/12/2023 0:00,20231019,-0.681,-2.307,-1.987,-2.225,,-3.652,-2.134,-2.208,-3.598,-2.387,,-2.026,-1.693,,-3.044,-5.155
9/12/2023 0:30,20231019,-0.677,-2.304,-1.994,-2.232,,-3.659,-2.138,-2.208,-3.603,-2.391,,-2.031,-1.698,,-3.04,-5.149
9/12/2023 1:00,20231019,-0.699,-2.297,-2,-2.222,,-3.662,-2.146,-2.215,-3.603,-2.4,,-2.017,-1.693,,-3.044,-5.152
9/12/2023 1:30,20231019,-0.691,-2.296,-1.997,-2.229,,-3.659,-2.139,-2.209,-3.592,-2.393,,-2.024,-1.693,,-3.041,-5.145
9/12/2023 2:00,20231019,-0.691,-2.295,-2.001,-2.232,,-3.655,-2.145,-2.206,-3.594,-2.395,,-2.022,-1.689,,-3.046,-5.149
9/12/2023 2:30,20231019,-0.699,-2.293,-2.001,-2.226,,-3.659,-2.145,-2.211,-3.595,-2.396,,-2.023,-1.695,,-3.039,-5.146
9/12/2023 3:00,20231019,-0.71,-2.296,-1.991,-2.226,,-3.652,-2.138,-2.207,-3.587,-2.392,,-2.024,-1.688,,-3.043,-5.153
9/12/2023 3:30,20231019,-0.707,-2.29,-1.994,-2.222,,-3.645,-2.139,-2.204,-3.588,-2.393,,-2.025,-1.691,,-3.048,-5.153
9/12/2023 4:00,20231019,-0.704,-2.305,-1.991,-2.221,,-3.649,-2.139,-2.204,-3.589,-2.394,,-2.026,-1.687,,-3.041,-5.146
9/12/2023 4:30,20231019,-0.708,-2.305,-1.986,-2.216,,-3.647,-2.142,-2.203,-3.592,-2.388,,-2.024,-1.687,,-3.043,-5.152
9/12/2023 5:00,20231019,-0.701,-2.309,-1.991,-2.217,,-3.642,-2.14,-2.201,-3.581,-2.387,,-2.022,-1.694,,-3.049,-5.15
9/12/2023 5:30,20231019,-0.705,-2.309,-1.982,-2.208,,-3.637,-2.133,-2.198,-3.591,-2.383,,-2.032,-1.69,,-3.05,-5.155
9/12/2023 6:00,20231019,-0.705,-2.322,-1.974,-2.208,,-3.632,-2.122,-2.191,-3.587,-2.375,,-2.037,-1.697,,-3.055,-5.16
9/12/2023 6:30,20231019,-0.704,-2.316,-1.973,-2.211,,-3.625,-2.125,-2.182,-3.589,-2.373,,-2.044,-1.691,,-3.058,-5.156
9/12/2023 7:00,20231019,-0.702,-2.317,-1.984,-2.216,,-3.635,-2.132,-2.193,-3.596,-2.38,,-2.042,-1.691,,-3.049,-5.149
9/12/2023 7:30,20231019,-0.695,-2.314,-1.989,-2.221,,-3.633,-2.133,-2.194,-3.592,-2.385,,-2.038,-1.688,,-3.05,-5.147
9/12/2023 8:00,20231019,-0.693,-2.311,-1.99,-2.213,,-3.642,-2.138,-2.199,-3.593,-2.39,,-2.043,-1.699,,-3.051,-5.148
9/12/2023 8:30,20231019,-0.689,-2.312,-1.985,-2.218,,-3.637,-2.139,-2.2,-3.599,-2.392,,-2.04,-1.696,,-3.052,-5.15
9/12/2023 9:00,20231019,-0.695,-2.308,-1.99,-2.225,,-3.635,-2.137,-2.19,-3.601,-2.385,,-2.046,-1.692,,-3.058,-5.152
9/12/2023 9:30,20231019,-0.701,-2.311,-1.997,-2.231,,-3.642,-2.14,-2.201,-3.604,-2.392,,-2.045,-1.698,,-3.054,-5.152
9/12/2023 10:00,20231019,-0.706,-2.305,-1.997,-2.235,,-3.648,-2.148,-2.209,-3.607,-2.396,,-2.044,-1.689,,-3.057,-5.151
9/12/2023 10:30,20231019,-0.7,-2.302,-2.004,-2.242,,-3.652,-2.152,-2.213,-3.612,-2.404,,-2.049,-1.698,,-3.057,-5.155
9/12/2023 11:00,20231019,-0.698,-2.293,-2.018,-2.249,,-3.658,-2.164,-2.225,-3.616,-2.413,,-2.049,-1.703,,-3.057,-5.151
9/12/2023 11:30,20231019,-0.709,-2.3,-2.021,-2.249,,-3.669,-2.173,-2.23,-3.622,-2.419,,-2.046,-1.698,,-3.058,-5.145
9/12/2023 12:00,20231019,-0.716,-2.303,-2.025,-2.261,,-3.676,-2.174,-2.235,-3.624,-2.421,,-2.04,-1.698,,-3.059,-5.152
9/12/2023 12:30,20231019,-0.723,-2.304,-2.03,-2.263,,-3.674,-2.178,-2.235,-3.62,-2.426,,-2.036,-1.696,,-3.067,-5.158
9/12/2023 13:00,20231019,-0.73,-2.309,-2.039,-2.264,,-3.689,-2.185,-2.247,-3.629,-2.435,,-2.045,-1.694,,-3.062,-5.16
9/12/2023 13:30,20231019,-0.735,-2.306,-2.042,-2.275,,-3.686,-2.188,-2.253,-3.625,-2.439,,-2.04,-1.699,,-3.069,-5.153
9/12/2023 14:00,20231019,-0.736,-2.303,-2.056,-2.273,,-3.699,-2.202,-2.256,-3.633,-2.442,,-2.04,-1.697,,-3.067,-5.157
9/12/2023 14:30,20231019,-0.746,-2.311,-2.062,-2.276,,-3.701,-2.203,-2.257,-3.631,-2.449,,-2.038,-1.697,,-3.064,-5.146
9/12/2023 15:00,20231019,-0.749,-2.319,-2.06,-2.259,,-3.709,-2.2,-2.258,-3.633,-2.443,,-2.04,-1.704,,-3.077,-5.155
